xa,ya,za,xm,ym,zm
-61.21770445,-29.32122232,1040.856609,26489.63626,7920.399789,-28777.76323
-46.61140945,-31.24576832,1041.839484,25838.18654,8156.281277,-28874.72805
-43.68312245,-38.89513932,1041.83169,26087.70479,8480.498301,-28692.08778
-60.24357645,-30.27715732,1041.846535,26408.6503,7596.995473,-28416.85316
-50.48280345,-54.18443332,1038.848363,25848.07634,9042.181664,-28695.15415
-78.71166845,-61.80458832,1038.854841,26762.21429,9693.419627,-27603.28994
-68.98053645,-56.07874432,1038.855223,26343.73172,9126.499918,-28148.53082
-59.24893745,-51.30792232,1039.845977,26015.71873,9043.104679,-28241.93127
-83.57680945,-63.71410232,1035.88192,26595.02977,9450.49633,-27785.23566
-62.16580145,-56.08352132,1040.834459,26260.5081,9045.316497,-28239.55281
-83.56857145,-73.27077832,1037.856208,26519.942,9771.543651,-27425.11177
-96.20520745,-93.33454632,1033.880343,26941.37366,10660.68918,-26880.26399
-81.63178045,-60.84924832,1034.89227,26594.2925,9369.939876,-27785.13738
-116.6621105,-83.75546932,1035.880137,27917.45525,9944.087136,-26508.55592
-133.1984015,-99.03563332,1032.90127,28251.39227,10188.04375,-25963.71477
-108.8700625,-87.58447532,1037.855699,27513.00672,10423.84981,-26603.43709
-80.63300145,-87.61256632,1035.860407,26693.17733,10578.25182,-27153.52651
-124.4577895,-77.05736232,1035.889354,28079.63149,9542.44849,-26235.49657
-165.3420175,-84.66968332,1030.945735,29073.00146,10033.42112,-25232.97045
-125.4132325,-94.26459932,1031.910558,28238.55339,8979.917547,-26142.89558
-105.9536655,-81.85385432,1035.876845,27428.15592,10262.22024,-26784.68826
-103.9958545,-92.37060632,1034.875897,27185.88363,10340.34426,-26606.51009
-79.63602745,-113.4184413,1038.811709,26371.36777,10977.9747,-27066.8617
-124.4340935,-100.0004863,1031.90527,28255.38389,10429.4925,-25783.35469
-101.1081645,-58.91690932,1037.876341,27570.37409,8653.337833,-27413.42932
-125.4077335,-100.9537883,1033.887267,27846.79112,10748.47318,-26149.02167
-103.0249535,-88.54981732,1032.896321,27351.13573,10664.15493,-26695.645
-106.9387285,-70.38218632,1036.878154,27498.69328,9054.61069,-26782.42136
-87.47557245,-58.93211232,1034.89656,26919.20377,9211.776058,-27781.76957
-85.53825145,-50.32824932,1038.867647,26829.92934,8566.807761,-27962.4311
-67.04552945,-43.65398632,1039.856001,26574.94493,7840.029076,-28325.2349
-64.11178545,-56.08411632,1037.861814,26422.07384,8966.344894,-28328.19635
-72.88566945,-45.56016632,1039.857063,26337.09627,8401.491828,-28147.64636
-55.38987945,-14.98845832,1041.857217,26318.76537,7274.694219,-28959.21759
-60.23306645,-41.74629832,1042.82803,26086.81489,8480.608607,-28782.41523
-44.67185845,-22.64594032,1040.854676,25912.84229,7593.34398,-29053.90222
-71.91020345,-46.51852232,1037.873452,26504.86544,8805.63834,-28056.22464
-48.54594945,-44.62554832,1041.829078,26085.34035,8319.495698,-28782.21869
-38.82258845,-30.29805032,1040.845544,25589.55819,7831.953946,-28967.04086
-37.84981945,-30.29734932,1042.827456,25589.40556,7912.620707,-29057.46658
-33.94426145,-39.86251932,1038.852886,25591.89678,8476.846807,-29329.13684
-36.87798445,-28.38660432,1042.828624,25667.74768,7752.465683,-29237.13211
-32.97839245,-30.30756332,1035.886973,25752.1406,8156.095534,-29327.15811
-45.63271645,-36.98084832,1042.825375,25919.04572,8076.462095,-28873.83695
-41.74537645,-29.33786832,1042.830047,25917.26593,8076.682707,-29054.49185
-47.58916845,-27.42073232,1042.834337,25753.64099,7833.318186,-28875.12777
-51.47746345,-32.19945332,1038.86737,26085.06095,7996.938961,-28510.84325
-66.08331245,-30.27571432,1036.893316,26413.37919,7919.000679,-28236.59136
-50.50558645,-32.19713832,1042.83164,25838.18654,8156.281277,-28874.72805
-37.83886345,-41.76729732,1042.817772,25430.63629,8394.484889,-29059.64185
-56.30236945,-79.02808832,1041.803594,26184.80983,9689.030861,-28241.13181
-85.51818645,-70.40227232,1036.868342,26846.48044,9693.825982,-27331.51478
-64.10354745,-65.64079232,1039.836102,26509.7211,9530.867043,-28237.76399
-75.77652345,-77.09978432,1039.83177,26276.1693,10172.44502,-27698.96394
-63.11391945,-81.89160532,1038.830758,26109.72205,10010.07818,-27881.00792
-104.9909605,-70.38481932,1035.886083,27584.71338,9538.68669,-26782.21817
-107.9064655,-76.11705432,1035.882579,27504.89672,9537.728805,-26602.35609
-147.7791325,-123.8742993,1031.895799,28113.31835,11957.70815,-25064.18792
-121.5240455,-89.48749232,1033.895167,27836.74869,9943.239557,-26419.02129
-173.0839135,-130.5486273,1022.981135,28777.78543,12365.39585,-24245.38969
-127.3336105,-122.9368363,1032.878419,27535.76125,12033.98614,-25792.45551
-94.25922345,-93.33395132,1036.852988,26775.35843,10740.21231,-27243.25769
-113.7530175,-70.37821632,1033.907739,27747.62689,9217.604499,-26509.2571
-133.1934115,-102.8613703,1029.924505,28256.27379,10429.3822,-25693.02724
-194.4397165,-194.5755403,1015.007446,29789.79155,13821.83257,-22250.44091
-156.5233965,-142.0292543,1028.910943,28290.41852,12602.64157,-24250.44142
-170.1898325,-103.7857333,1025.97593,29169.95387,11322.62044,-24872.4402
-188.6086855,-184.0652853,1016.996005,29049.65204,13573.96897,-22618.59125
-142.9245435,-108.5872143,1029.924123,28028.62017,11715.41182,-25155.01336
-147.7768605,-125.7867643,1030.903006,28356.04852,11637.58384,-24971.08892
-115.6843935,-85.67207532,1030.922182,27752.05052,9700.943226,-26509.84674
-146.8598055,-66.52627932,1030.952594,28407.7971,9545.176969,-26051.6704
-95.22470945,-100.0270693,1032.883069,26782.01974,10981.33014,-26791.91526
-117.6389985,-78.97783232,1032.911081,27833.7996,9621.013738,-26418.6282
-153.6279775,-115.2687813,1028.932201,28758.86988,11077.37502,-24966.43692
-142.9450755,-87.55816932,1030.933056,28336.3957,10269.00656,-25692.03788
-115.6802745,-90.45041332,1031.909326,27757.36406,10184.17165,-26420.10892
-141.0072875,-79.90932832,1035.894515,29122.69085,7618.678126,-26222.83139
-120.5590475,-80.88513732,1034.893163,27921.75212,10024.20237,-26147.34439
-107.9155955,-66.55876432,1035.890649,27417.98673,9053.763111,-26692.88672
-122.5013585,-85.66326332,1033.898841,27763.72012,10586.623,-26149.61794
-78.69982045,-73.27615032,1036.862799,26519.78937,9852.210412,-27515.53749
-78.71077645,-61.80620232,1036.872483,26838.64984,9130.261718,-27601.80921
-71.91519345,-42.69278532,1040.850217,26417.06555,8321.782952,-28237.08272
-73.83652645,-68.50076332,1037.855783,26516.68766,9610.651354,-27605.57012
-81.63859645,-55.11185332,1037.870649,26998.43578,9051.510727,-27871.10765
-72.88021245,-50.34092532,1037.87067,26580.69048,8565.147473,-28416.4468
-68.00916845,-53.21297732,1037.866019,26503.82292,8886.415406,-28236.97781
-46.60363845,-39.84742232,1042.8234,25839.96634,8156.060664,-28694.07315
-45.63959545,-28.38080832,1039.859101,25841.28826,8397.840334,-28784.69541
-56.35167145,-27.41332232,1041.847172,26326.44335,7918.925243,-28779.34887
-24.21811945,-30.31093832,1041.830033,25095.52997,7828.081841,-29423.43501
-69.96058845,-49.38702832,1038.861318,26585.72462,8725.819158,-28055.33355
-46.60867045,-34.11325532,1041.837063,25676.31555,8396.586401,-28966.93595
-50.50242245,-34.11121732,1039.856489,26005.95571,8560.427789,-28783.30632
-58.28759145,-38.88225132,1040.847201,26090.37448,8480.167382,-28421.10544
-40.76897645,-32.20626832,1042.82718,25597.97344,8556.741425,-28787.27041
-48.56331745,-25.51058232,1039.86286,26243.95699,7918.298277,-28870.46914
-64.10450245,-62.77653332,1035.873807,26266.86416,9447.767852,-27969.06183
-63.14082145,-55.12597232,1041.826891,26260.66072,8964.649737,-28149.12709
-49.51827245,-44.62705632,1038.855987,25843.50007,8639.509698,-28784.99023
-41.73582145,-37.94275032,1039.849247,25758.06463,8316.656913,-28875.71741
-79.68991545,-56.07031532,1036.877771,26996.37659,8729.174603,-27780.38711
-66.05452145,-61.81565032,1039.840222,26022.22742,9364.889273,-27881.01456
-98.18259545,-64.65300832,1039.852519,27250.77635,9294.730072,-27327.05932
-115.7035245,-67.50809632,1034.902231,28071.64826,9059.550987,-26596.21673
-112.7843255,-67.50760732,1038.865609,27583.82348,9538.796996,-26872.54562
-108.8742235,-80.89770732,1032.905453,27506.06601,9860.175236,-26783.40408
-132.2342745,-91.38587932,1037.863175,28085.98755,9944.899844,-25965.00559
-153.6092715,-134.3861683,1027.924882,28608.97373,12042.0264,-24517.56459
-137.0994575,-91.38696332,1030.927152,28178.3637,10831.4272,-25694.31142
-120.5522105,-87.57674732,1033.896335,27754.56759,9781.279069,-26329.29011
-173.1135335,-101.8697223,1027.96124,29083.34913,10677.32123,-24782.11939
-129.2722695,-131.5382783,1031.880869,27785.73738,12116.20288,-25338.53808
-157.4678835,-170.7064393,1024.922463,28778.37007,12526.61906,-24335.91369
-176.9643745,-146.7916473,1025.942737,29275.65263,12691.38346,-23699.06118
-138.0342635,-134.3943203,1035.847178,27544.04973,12355.55012,-25250.8839
-165.2248545,-200.3370973,1015.980403,28562.6913,14536.99493,-23256.81957
-196.4294195,-153.4674183,1021.981292,29286.15293,13254.61681,-23157.7844
-182.8145575,-138.1837083,1025.952676,29348.68121,12048.00002,-23968.46453
-149.7127805,-137.2556933,1029.903035,28202.31338,12280.11971,-24612.15094
-113.7206375,-102.8788233,1030.906764,27190.45989,10743.01623,-26516.67401
-116.6489035,-96.18366732,1032.896109,27434.51198,10664.67159,-26514.19728
-190.6385815,-99.94647232,1022.023808,29501.98432,11163.57418,-24146.45279
-175.0175195,-145.8384513,1024.951473,28704.1722,12847.55608,-23885.46235
-120.5508305,-89.48759832,1034.8859,27839.26576,10023.5754,-26238.46466
-101.0666545,-100.9758063,1034.867296,27032.73314,11144.10334,-26338.09611
-111.7805775,-97.14244732,1034.87543,27352.33088,10502.7111,-26424.4661
-136.1125895,-103.8160743,1027.942678,28259.96015,10832.16447,-25693.5186
-101.1131755,-54.13695732,1038.871555,27486.56582,8410.931197,-27413.92732
-87.47597645,-60.83973532,1039.850841,27083.4392,9132.473536,-27599.43076
-67.03181345,-58.94563632,1041.825447,26587.19917,8886.932067,-28055.5301
-103.0249535,-88.54981732,1032.896321,26943.00083,10741.13533,-26790.03481
-130.3029405,-74.18359032,1036.88563,28325.8954,9705.773217,-26233.31466
-110.8466215,-56.04190632,1035.900864,27983.84838,8575.695599,-26777.07481
-39.77941145,-45.59443632,1035.877183,25839.50846,8398.060946,-28965.35031
-99.12754945,-92.37517132,1034.873667,27268.21735,10421.63799,-26605.81555
-86.49454445,-69.44230232,1040.834311,26763.99409,9693.199015,-27422.63504
-78.69345045,-79.01273832,1034.875599,27003.16467,9373.515933,-27690.84584
-120.5649925,-74.19514132,1033.907633,28071.64826,9059.550987,-26596.21673
-119.5767445,-88.53510332,1031.912724,27513.15934,10343.18304,-26513.01137
-88.42823445,-80.91526632,1034.878445,26850.01418,10177.27501,-27422.43186
-118.5994315,-92.35933232,1031.90905,28087.00422,10348.01304,-26236.4793
-118.5989645,-93.31435432,1032.899422,27763.41486,10747.95652,-26330.46938
-120.5421885,-97.13665132,1031.905907,27764.30476,10747.84622,-26240.14193
-122.4876635,-100.0006983,1033.886736,27926.63363,10265.54081,-25876.65687
-72.85239745,-78.06238732,1034.87373,26113.71367,10251.52693,-27700.64784
-134.1615735,-109.5496463,1031.90166,28100.60623,11152.80544,-25605.16988
-138.0653475,-99.98770432,1031.911514,28260.11278,10751.49771,-25603.09288
-131.2291675,-121.9773553,1032.88101,27861.71505,11795.04526,-25608.33452
-112.6976745,-154.4945023,1030.86274,27302.36208,12594.89736,-25163.22973
-118.5770105,-118.1626803,1036.843156,27693.33538,11713.56579,-26061.45913
-164.3373355,-116.2145673,1028.9363,28931.82581,11561.52646,-24423.47623
-86.46401145,-99.07703632,1035.853399,26859.7772,10659.95191,-26881.0568
-131.1977215,-152.5679183,1027.899291,27472.64832,13079.37972,-24891.25138
-168.1932085,-155.4023253,1025.93146,28785.61603,12928.96011,-23975.09525
-174.0251735,-164.0025363,1021.962157,28628.62655,13410.60368,-23796.61563
-172.0928845,-149.6645063,1024.946907,28704.1722,12847.55608,-23885.46235
-148.7327285,-143.9474093,1029.89694,28205.84712,12763.56874,-24703.06803
-142.8752625,-159.2477653,1027.898994,28685.38343,11962.75875,-24968.31074
-154.5961395,-121.9570573,1030.909356,28438.53487,11638.21081,-24879.96865
-184.7714765,-127.6685703,1024.971266,29109.66326,12287.01634,-23609.828
-126.3595245,-121.9843413,1029.905243,27453.73278,11791.35889,-25612.29861
-158.4853055,-127.6883793,1030.906298,28201.57611,12199.56325,-24612.05267
-163.2934995,-184.0890233,1016.984409,28555.16595,13812.09715,-23346.26257
-155.5629635,-128.6477543,1029.912974,28279.33357,11878.18501,-24701.19421
-175.0567575,-105.6920193,1026.967725,29255.10991,11322.91649,-24510.33759
-175.0458015,-117.1619673,1026.958041,29096.06125,11482.22394,-24241.13742
-191.5679725,-145.8261583,1020.994339,29197.46314,12770.87173,-23428.96992
-179.9063355,-125.7590563,1027.944187,28858.36521,11963.01993,-23973.12316
-129.2809535,-121.9807953,1030.89776,27860.97778,11714.4888,-25608.23625
-187.6920135,-127.6666383,1023.981425,29349.13909,11805.99974,-23697.18736
-193.5622825,-98.03046132,1024.009118,29584.92855,10922.20086,-23784.05536
-178.8902935,-166.8662653,1020.970787,28881.7044,13734.37948,-23252.66557
-153.6489975,-92.33049932,1026.969211,28750.14938,10513.92107,-25327.05881
-160.4541355,-102.8390343,1025.972277,28841.66148,10916.66847,-24694.46521
-128.3246185,-104.7751723,1032.894198,27690.10689,11068.78323,-25789.6906
-153.6434565,-100.9281183,1032.909022,28674.17171,10835.07869,-25057.26237
-132.2407075,-82.78664632,1033.905722,28645.64576,8983.714217,-26229.25893
-116.6356965,-108.6118653,1029.912081,27279.3023,11146.09455,-26155.06276
-148.7984645,-75.12772132,1029.955044,28822.44068,9789.981165,-25596.36388
-107.8959975,-85.67776532,1032.900972,27353.50017,10825.15753,-26605.51409
-99.14260345,-77.08110032,1035.877758,27258.60695,9858.294336,-27056.76488
-109.8455705,-84.71768932,1035.876208,27510.21025,10020.95723,-26512.61828
-87.47644345,-59.88471332,1038.860469,26919.66165,8969.775776,-27510.4924
-121.5409255,-72.28176332,1034.900872,27915.98071,9782.974226,-26508.35937
-64.12909045,-39.83179532,1041.840249,26736.35804,7841.724234,-28504.30416
-96.24211045,-57.96322432,1040.848455,27329.11846,9134.575048,-27506.72486
-80.65896945,-62.75697732,1040.837284,26676.93148,9289.900082,-27603.5914
-70.94747745,-36.00370232,1039.864241,26493.19585,7919.958564,-28416.45344
-57.29475745,-58.95557332,1040.829808,26424.74353,8966.013976,-28057.214
-74.81747045,-61.80743332,1039.844236,26674.10916,9370.897761,-27964.99946
-63.15680945,-37.92185732,1040.850238,26165.92013,7917.119779,-28509.95216
-78.71850545,-55.11297832,1039.851669,26754.23107,9210.522124,-27964.0101
-61.20536845,-42.70202132,1041.83649,26172.12356,8400.237894,-28329.8869
-65.10050045,-40.78913232,1038.866351,26497.03484,8242.074076,-28326.51908
-54.38655645,-45.57670632,1040.839768,26090.22186,8560.834143,-28511.53116
-81.62307545,-71.36094632,1037.85693,26599.75866,9772.501536,-27604.97385
-75.80208745,-50.33657232,1039.854366,26583.36018,8564.816555,-28145.46445
-98.14339945,-102.8910103,1033.873165,27107.08364,10742.49957,-26698.12172
-101.1022195,-65.60690532,1038.861871,27334.30523,9214.579972,-27055.18588
-105.9632205,-73.24897232,1038.857645,27421.36784,9617.878905,-26874.22953
-123.4933005,-65.59155532,1031.933876,27838.37586,10023.68571,-26328.79211
-70.91278345,-72.32520432,1039.833575,26597.54684,9530.832173,-27604.67903
-139.0691375,-68.44443432,1031.938591,28408.687,9545.066662,-25961.34295
-108.8386165,-118.1750383,1032.87398,27200.22291,11225.69312,-25975.29895
-150.7079285,-113.3614763,1026.950119,28764.03079,11641.2702,-24967.12483
-122.4744565,-112.4288963,1030.902708,27691.73406,11149.22938,-25699.46142
-124.4231585,-110.5162193,1029.914035,27850.78273,10989.92194,-25968.66159
-151.6819935,-115.2681863,1031.904846,28679.48524,11318.30711,-24967.52456
-157.5313055,-105.7076463,1027.950876,28593.31253,10914.89787,-25058.15346
-151.6801885,-116.2256293,1029.921681,28440.89931,11799.21341,-24789.83775
-165.3283645,-97.09868832,1026.970528,29000.1255,10596.13781,-24873.14138
-162.3466985,-159.2327333,1023.943198,28863.3735,12607.58187,-24064.23679
-148.7656175,-108.5833503,1027.944441,28511.2582,11156.16088,-25330.22344
-127.3678795,-85.66192632,1029.936355,27920.86222,10024.31267,-26237.67184
-129.2718235,-131.5390853,1030.88969,27628.16325,12436.62324,-25069.53446
-153.6220115,-122.9129923,1031.899282,28033.19644,12118.08378,-25065.17728
-158.5008895,-108.5766413,1024.975364,28596.10899,11317.79045,-25148.97227
-175.0366505,-127.6744723,1028.931522,28857.47531,11963.13023,-24063.45061
-145.8555695,-98.07035632,1029.934338,28424.19558,10752.86195,-25511.1798
-120.5385365,-100.9599673,1031.902679,27684.4881,10746.88833,-26060.27985
-100.1139715,-79.94686732,1036.866962,27098.08374,9856.488872,-26787.36817
-124.4318215,-101.9129513,1030.912477,27689.06437,11149.5603,-25970.44377
-111.7906205,-86.62832832,1034.884307,27505.02349,9940.952302,-26964.15725
-115.7058175,-64.64141632,1033.913473,27668.8269,9619.759805,-26600.86873
-91.34737045,-83.77840032,1036.85972,27012.92769,9856.192824,-27149.47079
-111.7942935,-81.85079732,1032.905984,27508.58308,9940.511078,-26602.84746
-94.28298245,-67.52818232,1034.892419,27086.84617,9212.699072,-27328.54669
-86.46902245,-94.29708432,1036.848613,26367.37616,10736.52595,-27247.22178
-81.64679245,-47.46360732,1039.859463,26669.99077,8726.225512,-27783.55838
-80.66720745,-53.20030132,1038.862996,26832.87843,8889.033579,-27962.82419
-72.90254945,-28.35443732,1040.862768,26820.03954,7680.907373,-28142.005
-68.01052745,-52.25634132,1038.858005,26507.22988,8966.640943,-27966.09374
-77.76401745,-35.04148232,1039.86817,26741.97683,8163.619134,-28233.7149
-49.51689245,-46.53790732,1039.845552,26007.73551,8560.207176,-28602.65143
-65.10869645,-33.14088632,1040.855165,26410.25162,8161.331879,-28778.85087
-41.73580045,-38.89696532,1041.830798,25677.7901,8557.69931,-28967.13249
-48.54414445,-45.58299132,1039.845913,25928.5035,8720.472507,-28513.31334
-31.02550845,-39.86122332,1043.807443,25424.28023,7992.033534,-29330.13284
-67.05829045,-31.22659532,1041.84885,26414.85373,8080.113588,-28236.7879
-53.41334145,-45.57681232,1041.830501,25924.51188,8479.023755,-28693.67342
-41.74310445,-31.25033332,1041.837254,25832.87301,7673.052855,-28964.46586
-55.37709745,-28.37006432,1041.845919,26325.8587,7757.702028,-28688.82487
-54.39797945,-33.15173632,1039.85908,25921.99481,8398.687913,-28874.23005
-48.55688445,-34.10981532,1043.820313,26000.05753,7915.976152,-28782.52014
-68.98053645,-56.07874432,1038.855223,26426.3707,9046.460124,-27966.98483
-56.33116045,-47.48815232,1038.856688,26255.04194,8642.754837,-28419.71635
-96.24030545,-58.92066732,1038.86529,27494.09117,9135.828982,-27324.48432
-75.80756545,-44.60159832,1039.859208,26825.35308,8164.135794,-28052.26719
-92.31103045,-92.38317632,1032.888187,26936.95002,10177.35045,-26879.67435
-109.8652105,-63.69025832,1034.902783,27666.61508,9378.090442,-26600.57391
-129.3160935,-85.65848632,1031.919605,28249.7651,10107.5976,-26053.94395
-107.8951055,-85.67937932,1030.918614,27509.47298,9940.400772,-26512.52001
-121.5254255,-87.57664132,1032.905602,27439.54612,10825.34327,-26153.08403
-123.4832365,-77.05988932,1033.90655,27834.53688,9701.570193,-26418.72647
-118.6108335,-80.88857732,1032.909913,27671.47074,10103.31914,-26782.11326
-140.9379835,-148.7354723,1027.906979,28200.53358,12280.34032,-24792.80584
-134.1707245,-99.03714132,1029.928179,28174.95673,10751.20166,-25965.1955
-173.1089685,-106.6488673,1027.957205,29254.52527,11161.69328,-24419.81359
-131.2122665,-140.1372993,1033.856856,28030.09472,11876.52473,-25155.20991
-168.2150995,-133.4166443,1027.932379,28774.22584,12365.83707,-24606.69949
-146.8040915,-125.7860633,1032.884918,28598.77869,11317.45953,-24877.98993
-174.0593165,-132.4529163,1030.909399,28941.43621,12124.87011,-23972.52689
-164.3597145,-92.31964932,1027.965296,29392.3198,9069.472147,-25047.96501
-151.6669815,-128.6538273,1026.937653,27955.43897,12439.46202,-24976.03574
-133.2006945,-96.16895332,1031.912512,28255.38389,10429.4925,-25783.35469
-136.1262845,-89.47863932,1027.954783,28250.96025,9946.153777,-25782.76505
-134.1360305,-135.3586433,1029.897513,27943.03211,11473.22579,-25336.16626
-134.1460105,-127.7071693,1035.851043,27703.40365,12034.90916,-25339.23263
-133.2157695,-79.92066732,1030.935052,28332.55671,9946.89105,-25781.97223
-149.7447565,-102.8474633,1027.949729,28430.85689,10993.97978,-25059.83737
-144.8727995,-106.6753443,1027.944271,28184.13511,11072.65534,-25333.29644
-109.8446785,-84.71930332,1033.89385,27589.28964,9941.358657,-26692.38209
-142.9664995,-66.52751032,1033.924347,28572.92243,9465.764141,-25779.00414
-123.4864005,-75.14581032,1036.881701,27999.50958,9702.824126,-26236.48593
-122.5100215,-77.05999532,1034.897283,28082.27533,10026.00783,-26416.7411
-99.14489645,-74.21442032,1034.889,27015.29214,10017.19543,-27059.33988
-105.0000695,-61.78074432,1037.875704,27494.98107,9135.718675,-27234.15687
-96.23988045,-57.96725932,1035.89256,27252.2509,9455.842982,-27327.25587
-72.86469145,-66.59001832,1037.856951,26350.08778,9528.951273,-27878.03983
-69.95827445,-53.20792332,1041.831627,26428.1505,9046.239512,-27786.32993
-75.79389145,-57.98481832,1037.865552,26347.57071,9448.615431,-28058.59646
-51.45187845,-59.91688032,1040.826325,25934.5543,9284.257382,-28423.6738
-63.14218045,-54.16933632,1042.818877,26176.39458,8964.243382,-28420.90225
-89.43060245,-53.19127732,1039.858189,26997.41911,8648.397536,-27599.63394
-42.69536245,-51.32586432,1036.864858,26166.47893,8562.233252,-29052.70303
-48.54002545,-50.36132932,1040.833057,25686.66322,9040.486507,-28516.08489
-46.60909545,-35.06666332,1044.809793,25675.7309,8235.363186,-28876.41195
-59.26811045,-31.23551332,1039.862924,26492.0007,8081.402392,-28687.63233
-50.49467245,-41.75865632,1038.858854,25927.6136,8720.582813,-28603.64079
-24.19255545,-57.07415032,1041.807437,24949.32019,9195.515492,-28975.05404
-77.75900645,-39.82143432,1038.872956,26905.32236,8084.426918,-28141.70354
-50.51609645,-20.72799732,1041.850145,26158.36893,7676.112252,-29051.62203
-52.44471245,-39.84355832,1040.843718,26007.30348,8318.3172,-28421.70171
-67.04597545,-43.65317932,1040.84718,26176.85245,8722.2431,-28149.62509
-53.41743945,-41.75268932,1042.824908,26085.49297,8238.828937,-28691.79297
-47.59511345,-20.73073632,1041.848807,25996.80319,7755.083855,-28962.97849
-65.08631745,-57.03580432,1041.826169,26183.05588,9205.361215,-27969.55983
-75.78888045,-62.76477032,1036.870338,26833.46308,9050.256794,-28053.34819
-66.05358745,-63.72569432,1041.820966,26507.66191,9208.530918,-28147.04345
-54.35326345,-79.03314232,1037.837986,25942.07966,10009.15517,-28334.23081
-113.7639525,-59.86248332,1035.898974,27905.78566,9058.40736,-26868.78471
-77.74165945,-57.98218532,1038.857623,26669.53289,8968.225794,-28054.83555
-97.20897645,-62.74549132,1035.888971,27330.31361,8973.131221,-27235.54596
-123.4536165,-105.7387943,1028.926445,27689.06437,11149.5603,-25970.44377
-142.9291715,-100.9454243,1023.983505,28339.92943,10752.4556,-25782.95496
-175.0467145,-116.2061383,1026.958848,29013.57489,11481.59697,-24332.25769
-109.8259515,-104.7909053,1034.868082,26951.56871,11385.25604,-26519.83864
-111.7541425,-122.9530583,1030.888925,27281.66674,11307.09715,-26064.93185
-137.0501345,-143.9559443,1032.865125,28118.7845,12360.26981,-24884.02438
-107.8850625,-96.19349832,1030.909737,27744.21992,9137.378963,-26780.14117
-147.8028915,-98.06853032,1029.93523,28587.54112,10673.66973,-25419.16844
-135.1416255,-102.8579303,1031.907755,28097.35189,10991.91314,-25785.62823
-115.6816125,-90.44799232,1034.882863,27519.94742,10987.52437,-26423.4701
-136.1134395,-105.7228903,1033.888138,28258.33298,10751.71832,-25783.74778
-111.7928715,-85.67007832,1037.858651,27510.05763,10101.62399,-26603.044
-136.1121225,-104.7710963,1028.93305,28101.06411,10910.80516,-25333.89272
-119.5589095,-108.6050913,1034.869314,27692.90335,11471.67581,-25880.50941
-117.6380645,-80.88787632,1034.891825,27840.58768,10265.35507,-26329.08693
-97.18296645,-89.50951032,1034.875196,27179.95959,10179.78288,-27057.95079
-107.9096925,-71.34033032,1032.913077,27745.38922,9459.825393,-26961.18916
-106.9460325,-62.73555432,1036.88461,27665.26731,9620.20103,-26962.17853
-93.29150745,-86.64486832,1035.867012,26938.27194,10419.13012,-26970.29662
-91.37567345,-54.14770132,1036.884737,27245.31019,8892.168412,-27507.22286
-91.37841245,-51.28021432,1036.887158,26673.82976,9048.341024,-27693.62403
-100.1326985,-59.87526532,1035.89273,27416.05431,9134.650484,-26963.96734
-85.52958845,-58.93151732,1037.869205,27086.69354,9293.365833,-27418.97241
-84.56915545,-45.55001732,1038.871236,26912.41569,8567.434727,-27871.31083
-70.92652045,-56.07933932,1035.882578,26590.30088,9128.491124,-27965.49746
-85.54188245,-47.45914832,1040.852426,26832.29378,8727.810364,-27872.3002
-68.00549545,-57.99050832,1039.844342,26503.97554,8805.748646,-28146.55209
-40.75668245,-43.67863732,1039.843959,25595.30374,8557.072343,-29058.25276
-70.90777245,-77.10515632,1038.838361,26516.81443,10013.87485,-27967.37128
-54.35417645,-78.07731332,1037.838793,25941.49501,9847.931952,-28243.70681
-78.73404745,-37.90967032,1037.883837,26822.83601,8083.799952,-28232.82381
-102.0699985,-69.43334332,1033.903194,27335.62715,9456.359642,-27145.80815
-57.30571345,-47.48562532,1040.839492,26011.72712,8801.655928,-28422.29135
-73.85981845,-43.65001632,1036.885586,26584.09745,8645.373009,-28145.56273
-61.16252045,-84.76333932,1035.853908,26104.84054,9768.739737,-28151.69545
-69.95602345,-54.16617332,1038.857283,26584.09745,8645.373009,-28145.56273
-76.77942145,-45.55812832,1037.876489,26663.48209,8404.440918,-28144.47509
-79.70220945,-44.59794632,1039.860992,26991.80033,8326.502636,-27870.2232
-79.69626445,-51.28794232,1040.846522,26584.55533,8403.372727,-27874.28556
-93.30293045,-74.21989832,1034.886324,27416.48633,9376.54046,-27144.91706
-96.23215145,-64.66048332,1032.913374,27250.03908,9214.173618,-27326.96105
-112.7907585,-58.90837432,1034.908156,27827.29092,9299.229145,-26779.5449
-101.0976965,-68.47762032,1034.894734,27415.16441,9134.76079,-27054.29479
-100.1112325,-82.81435432,1036.864541,27341.39856,9697.587781,-26784.79317
-125.3830825,-126.7611713,1033.865478,27784.84748,12116.31319,-25428.86553
-118.6053765,-85.66933632,1030.92352,27762.09294,10506.17685,-26239.84712
-125.4068205,-101.9096173,1033.88646,28094.98745,10830.91054,-25875.75914
-150.7138105,-109.5341253,1031.909242,28677.85807,11237.86096,-25057.75373
-133.2002485,-96.16976032,1030.921333,28330.92954,9866.444902,-25872.20141
-169.2083795,-113.3425153,1028.940951,28844.7632,11158.22753,-24604.43258
-147.7846105,-118.1393253,1031.900641,28192.55036,11797.44282,-25153.526
-136.1340135,-82.78541532,1030.933969,28491.02073,9626.36039,-25960.64841
-155.5926255,-98.06041932,1030.929977,28915.12208,10515.175,-25144.81827
